flow_kbps_mean,frame_rate,id_entropy,replay_ratio,fuzzy_ratio,spoof_ratio,error_ratio,inter_arrival_cv,burst_score,uds_ratio,payload_entropy,label
396.4084,1320,0.7167,0.0892,0.4285,0.0205,0.0914,0.8393,0.6296,0.0545,0.7142,模糊
302.9043,945,0.98,0.146,0.9381,0.0502,0.35,0.725,0.7649,0.1211,0.9615,模糊
382.8399,1043,0.9072,0.0084,0.8186,0.0849,0.2241,0.526,0.6788,0.0601,0.8975,模糊
291.7163,989,0.9099,0.0634,0.8122,0.0904,0.2066,0.5884,0.5674,0.2553,0.98,模糊
270.8452,1090,0.962,0.088,0.7442,0.1201,0.1955,0.8566,0.6341,0.0732,0.9723,模糊
281.2314,1215,0.8461,0.041,0.7043,0.1002,0.35,0.6774,0.772,0.1414,0.928,模糊
241.8872,1219,0.7343,0.0037,0.6962,0.1976,0.2912,0.6381,0.4851,0.1509,0.8208,模糊
419.091,1250,0.5827,0.0772,0.4846,0.0961,0.3452,0.7185,0.7074,0.1901,0.51,模糊
309.3907,1168,0.98,0.0658,0.6955,0.0143,0.2413,0.5844,0.6022,0.138,0.9745,模糊
267.1027,1094,0.98,0.0887,0.7721,0.031,0.2556,0.5973,0.6455,0.1229,0.8909,模糊
341.1715,1151,0.932,0.0441,0.7951,0.0119,0.1752,0.6296,0.5943,0.1109,0.9432,模糊
378.0649,1222,0.8799,0.0622,0.7286,0.0831,0.1942,0.8849,0.5157,0.0952,0.9052,模糊
246.4047,1019,0.9514,0.0784,0.7545,0.0876,0.2788,0.7494,0.6466,0.0303,0.98,模糊
435.276,1604,0.6767,0.0151,0.3792,0.0422,0.1291,0.7103,0.6096,0.0095,0.8155,模糊
279.7171,1153,0.9405,0.093,0.7354,0.0787,0.2359,0.6051,0.6079,0.1147,0.9506,模糊
345.3573,1029,0.8889,0.1121,0.9284,0.1049,0.1947,0.6128,0.6691,0.1927,0.9555,模糊
229.284,992,0.8593,0.0894,0.8665,0.0412,0.2619,0.7565,0.5814,0.195,0.98,模糊
282.3501,1027,0.9681,0.0527,0.8796,0.0645,0.2234,0.7719,0.702,0.2806,0.8575,模糊
238.6491,1082,0.895,0.1207,0.8938,0.1571,0.2837,0.6789,0.6766,0.1235,0.98,模糊
286.292,1221,0.9129,0.0439,0.7173,0.0564,0.2536,0.7005,0.7617,0.0119,0.7436,模糊
264.6089,1167,0.847,0.0969,0.8598,0.098,0.1354,0.8514,0.6693,0.179,0.8781,模糊
338.2184,890,0.8668,0.1083,0.9208,0.048,0.2872,0.7558,0.7284,0.0482,0.9298,模糊
281.1982,1141,0.945,0.0847,0.9488,0.115,0.1998,0.776,0.7307,0.1544,0.9241,模糊
234.7106,1243,0.8895,0.1459,0.9056,0.0226,0.2643,0.8618,0.6989,0.2343,0.98,模糊
336.5767,940,0.9538,0.1119,0.9229,0.0608,0.2255,0.574,0.7663,0.2566,0.9039,模糊
238.9722,945,0.8984,0.067,0.8535,0.0803,0.2278,0.8649,0.6259,0.1238,0.98,模糊
359.2925,1081,0.6278,0.1004,0.4233,0.4642,0.2428,0.417,0.5812,0.1364,0.9239,模糊
303.655,997,0.98,0.0931,0.8638,0.0138,0.2357,0.7564,0.7104,0.1074,0.98,模糊
421.8523,1073,0.7444,0.0884,0.5653,0.0127,0.2119,0.7597,0.8209,0.1699,0.6451,模糊
312.802,1090,0.8713,0.041,0.8151,0.025,0.2523,0.6571,0.6436,0.1004,0.98,模糊
236.5749,1198,0.8726,0.0457,0.8629,0.2438,0.214,0.8929,0.5778,0.0958,0.98,模糊
219.0075,1099,0.98,0.117,0.7488,0.0151,0.1887,0.5032,0.7108,0.1767,0.9093,模糊
263.6891,1042,0.8693,0.0517,0.7154,0.0111,0.2627,0.7419,0.7559,0.0363,0.98,模糊
265.0808,1156,0.8769,0.074,0.9106,0.097,0.1494,0.8094,0.6699,0.1147,0.98,模糊
293.5179,1089,0.9163,0.11,0.7855,0.0373,0.2337,0.7172,0.7951,0.2195,0.9056,模糊
302.9583,953,0.9502,0.0488,0.7697,0.092,0.2395,0.6211,0.5879,0.095,0.8462,模糊
259.1314,954,0.94,0.0684,0.741,0.1054,0.2423,0.6188,0.6594,0.1658,0.923,模糊
334.9215,941,0.7915,0.0877,0.761,0.0711,0.2049,0.6002,0.6239,0.3061,0.9306,模糊
246.8713,1034,0.98,0.097,0.9394,0.0924,0.1453,0.5533,0.4587,0.0819,0.9784,模糊
262.8319,1046,0.98,0.0819,0.7952,0.0895,0.3186,0.528,0.8467,0.0726,0.9196,模糊
283.2699,1118,0.929,0.0698,0.7419,0.0762,0.2445,0.5864,0.7738,0.1526,0.9144,模糊
290.587,1018,0.9068,0.0724,0.9124,0.082,0.1496,0.8395,0.6879,0.0795,0.98,模糊
333.0447,1149,0.9154,0.1509,0.782,0.0232,0.245,0.6664,0.8376,0.0661,0.98,模糊
235.1856,1101,0.98,0.042,0.7939,0.1076,0.1433,0.7106,0.59,0.1204,0.9359,模糊
273.8224,1003,0.8445,0.0794,0.8671,0.0879,0.2434,0.7084,0.5715,0.1794,0.9147,模糊
289.1398,954,0.9307,0.1083,0.8255,0.0378,0.2597,0.5819,0.6918,0.1266,0.8809,模糊
264.407,1201,0.98,0.0762,0.8833,0.0709,0.1876,0.605,0.7487,0.13,0.98,模糊
316.3301,1118,0.8676,0.0838,0.7733,0.0929,0.2295,0.6269,0.6355,0.1708,0.8666,模糊
297.3135,966,0.852,0.1677,0.8372,0.034,0.2868,0.8865,0.7682,0.1327,0.8753,模糊
224.5923,1219,0.7626,0.1345,0.4338,0.0073,0.1849,0.8633,0.646,0.0417,0.6733,模糊
224.418,1069,0.9164,0.1117,0.8929,0.0273,0.1964,0.7197,0.7243,0.199,0.9737,模糊
249.1669,1085,0.9251,0.0423,0.95,0.1152,0.2634,0.5053,0.7175,0.1093,0.98,模糊
356.8419,1054,0.8174,0.0856,0.8047,0.2316,0.3167,0.6667,0.627,0.005,0.9068,模糊
307.2346,1274,0.9557,0.0583,0.9407,0.0931,0.35,0.6814,0.6051,0.2001,0.98,模糊
318.0684,1048,0.98,0.1603,0.8753,0.1004,0.2559,0.6574,0.7739,0.052,0.9657,模糊
382.8072,1142,0.6634,0.025,0.6617,0.0289,0.35,0.9204,0.8933,0.1019,0.5794,模糊
268.1095,1212,0.9301,0.1049,0.8327,0.0718,0.2613,0.666,0.7635,0.0908,0.853,模糊
316.7247,976,0.98,0.0618,0.7606,0.0553,0.251,0.5636,0.7038,0.2361,0.9587,模糊
285.5748,1004,0.8468,0.1015,0.8606,0.1276,0.2414,0.773,0.7931,0.0013,0.9426,模糊
260.8946,1248,0.9289,0.0776,0.7512,0.1096,0.3372,0.5775,0.7254,0.3199,0.9683,模糊
271.7279,957,0.8249,0.1051,0.8454,0.099,0.2652,0.5463,0.6843,0.1581,0.975,模糊
289.5798,873,0.9338,0.1299,0.95,0.0815,0.1466,0.6698,0.81,0.0275,0.9183,模糊
228.3987,927,0.8267,0.0853,0.9094,0.1168,0.2056,0.6035,0.7783,0.1462,0.9375,模糊
377.4399,1214,0.7944,0.0705,0.6912,0.0755,0.2322,0.7332,0.65,0.1136,0.894,模糊
316.721,1115,0.9107,0.068,0.6747,0.0582,0.35,0.7611,0.6967,0.1084,0.8347,模糊
274.6775,888,0.98,0.1181,0.7646,0.067,0.1735,0.5985,0.5395,0.1852,0.8735,模糊
421.503,1308,0.6405,0.0392,0.4226,0.1614,0.35,0.5313,0.8812,0.1701,0.5996,模糊
239.9682,1131,0.8708,0.1315,0.849,0.0721,0.1521,0.6234,0.6957,0.0995,0.932,模糊
313.5678,1101,0.98,0.1138,0.8832,0.0885,0.2223,0.7514,0.6296,0.1933,0.98,模糊
301.1237,1035,0.9011,0.1376,0.908,0.1046,0.2096,0.6528,0.5325,0.142,0.9735,模糊
257.4924,1031,0.8861,0.0532,0.95,0.094,0.2706,0.7418,0.673,0.2033,0.98,模糊
237.2076,996,0.9145,0.1226,0.784,0.0139,0.1864,0.5017,0.6536,0.1744,0.98,模糊
251.7983,911,0.9714,0.1157,0.95,0.0964,0.2979,0.6187,0.8037,0.1664,0.98,模糊
256.4409,1004,0.9497,0.1206,0.95,0.1192,0.3023,0.5734,0.7112,0.0578,0.948,模糊
322.4652,1075,0.8846,0.0699,0.8598,0.1325,0.2432,0.6213,0.7553,0.0321,0.9033,模糊
275.9347,903,0.9079,0.0791,0.8304,0.0798,0.3197,0.7104,0.6061,0.1013,0.9567,模糊
240.9709,993,0.8892,0.1279,0.8939,0.136,0.3016,0.717,0.7097,0.0781,0.98,模糊
297.3764,1031,0.931,0.019,0.9118,0.023,0.2475,0.7244,0.5265,0.1176,0.98,模糊
276.6884,1148,0.9243,0.1032,0.7386,0.025,0.2681,0.8129,0.6248,0.1096,0.8645,模糊
336.3321,1341,0.8421,0.1338,0.6803,0.1468,0.1986,0.776,0.587,0.1887,0.8983,模糊
285.84,1028,0.967,0.0873,0.7656,0.1039,0.2532,0.5684,0.6967,0.1757,0.9667,模糊
301.7626,1062,0.8816,0.0828,0.8179,0.0513,0.3236,0.7292,0.7815,0.0448,0.98,模糊
261.49,976,0.8349,0.0567,0.8169,0.0775,0.2625,0.6504,0.8266,0.1422,0.8513,模糊
279.8047,957,0.954,0.0949,0.7635,0.1018,0.2711,0.7169,0.7507,0.1276,0.98,模糊
296.1064,1123,0.8008,0.1052,0.9086,0.0627,0.35,0.7373,0.697,0.1214,0.9539,模糊
278.4738,1080,0.98,0.0823,0.8411,0.0872,0.1415,0.6815,0.903,0.1261,0.8908,模糊
261.0529,1157,0.9765,0.1035,0.7822,0.1176,0.3253,0.604,0.7374,0.0263,0.98,模糊
391.4133,909,0.98,0.1399,0.8522,0.0984,0.35,0.8293,0.7601,0.0771,0.9037,模糊
296.0227,921,0.9409,0.1655,0.8603,0.1072,0.2662,0.5054,0.5091,0.1612,0.8288,模糊
217.7505,1314,0.911,0.0019,0.4802,0.2969,0.1892,0.3326,0.8892,0.0019,0.7107,模糊
274.7524,1176,0.8697,0.0731,0.7727,0.0837,0.2691,0.6269,0.6946,0.1783,0.885,模糊
285.0298,1130,0.98,0.023,0.9206,0.1119,0.2929,0.6574,0.7663,0.1733,0.98,模糊
305.5938,1048,0.8505,0.0979,0.95,0.071,0.35,0.6939,0.5651,0.178,0.8962,模糊
297.4491,1111,0.8878,0.089,0.883,0.1435,0.3474,0.55,0.7269,0.139,0.98,模糊
339.0851,1143,0.98,0.1271,0.7908,0.05,0.1154,0.5881,0.6447,0.1484,0.98,模糊
291.943,1090,0.964,0.0467,0.9271,0.0365,0.2185,0.7085,0.6215,0.1515,0.9041,模糊
317.267,971,0.9538,0.0512,0.6861,0.0832,0.224,0.8135,0.4629,0.1944,0.9559,模糊
300.0711,1116,0.98,0.034,0.818,0.0844,0.2617,0.6219,0.6384,0.2214,0.9028,模糊
314.9138,1301,0.9485,0.0494,0.7173,0.1276,0.301,0.5923,0.7504,0.1781,0.8594,模糊
265.7454,1005,0.969,0.0445,0.8212,0.0344,0.2505,0.7504,0.6532,0.1794,0.9494,模糊
276.0852,935,0.98,0.0691,0.847,0.0282,0.35,0.7522,0.5655,0.1079,0.954,模糊
242.1864,971,0.8009,0.0731,0.6965,0.0512,0.241,0.6404,0.5833,0.082,0.9314,模糊
315.6021,1147,0.884,0.0873,0.7981,0.0949,0.236,0.4874,0.7742,0.1685,0.98,模糊
284.589,889,0.7112,0.0484,0.4657,0.5412,0.1211,0.3656,0.6083,0.1925,0.6255,模糊
306.0236,1063,0.8902,0.0643,0.6503,0.0686,0.275,0.7271,0.71,0.1095,0.98,模糊
249.0515,1183,0.98,0.1198,0.95,0.0976,0.2239,0.68,0.7164,0.2014,0.9424,模糊
332.9231,1121,0.9402,0.0035,0.7669,0.0782,0.1598,0.793,0.6525,0.1125,0.9694,模糊
271.6884,1218,0.8612,0.0712,0.95,0.0408,0.2768,0.7879,0.7085,0.0968,0.8882,模糊
271.7442,1015,0.9138,0.1555,0.95,0.0957,0.2542,0.6561,0.4994,0.0947,0.9535,模糊
264.29,1184,0.96,0.0644,0.8325,0.0672,0.3352,0.5258,0.6632,0.1863,0.9349,模糊
299.7295,1035,0.8907,0.0637,0.7632,0.0539,0.1329,0.6971,0.6413,0.1164,0.9242,模糊
264.5531,1002,0.9636,0.093,0.8536,0.0684,0.2321,0.5229,0.7445,0.109,0.98,模糊
240.4814,1155,0.9257,0.1566,0.7924,0.088,0.3284,0.6976,0.4855,0.1679,0.9278,模糊
273.358,1159,0.9415,0.0204,0.7232,0.1031,0.3012,0.6594,0.699,0.0988,0.98,模糊
363.6502,941,0.9081,0.118,0.842,0.0703,0.3155,0.6644,0.763,0.1485,0.9258,模糊
255.9212,1017,0.8938,0.0899,0.95,0.0179,0.2807,0.7732,0.5912,0.0564,0.98,模糊
266.1497,864,0.8597,0.0876,0.8326,0.1525,0.1577,0.6572,0.6953,0.2687,0.9266,模糊
295.4679,1163,0.9008,0.0428,0.9028,0.0595,0.3193,0.6145,0.6209,0.2105,0.98,模糊
300.1897,977,0.8761,0.1253,0.8476,0.0015,0.3276,0.6775,0.6068,0.0953,0.9315,模糊
254.1339,1140,0.921,0.0803,0.7921,0.0559,0.1503,0.6665,0.6706,0.2069,0.9459,模糊
317.0382,1201,0.9293,0.0612,0.7247,0.1487,0.2511,0.4443,0.6199,0.2469,0.9125,模糊
293.5673,1140,0.8639,0.0416,0.8795,0.1393,0.2837,0.7042,0.715,0.114,0.98,模糊
271.604,996,0.8502,0.0903,0.8023,0.0521,0.3381,0.5609,0.628,0.2127,0.98,模糊
244.5603,1071,0.886,0.0269,0.7906,0.1177,0.1204,0.704,0.6689,0.2153,0.9067,模糊
337.9906,1067,0.9467,0.0144,0.8566,0.0954,0.2822,0.754,0.5401,0.0523,0.928,模糊
294.636,1030,0.848,0.0496,0.6309,0.0561,0.2017,0.6351,0.6643,0.1596,0.9428,模糊
274.4101,1058,0.7971,0.0728,0.6923,0.1035,0.203,0.6389,0.7583,0.1263,0.8789,模糊
268.0402,999,0.8505,0.1572,0.5967,0.2392,0.1779,0.7082,0.6258,0.0288,0.9489,模糊
308.2802,1032,0.9513,0.1119,0.8487,0.0604,0.244,0.7067,0.6456,0.1121,0.9758,模糊
313.072,1171,0.8978,0.0828,0.8155,0.0659,0.2423,0.6882,0.5452,0.2204,0.914,模糊
282.0331,1023,0.98,0.0745,0.795,0.1044,0.3302,0.6102,0.448,0.0706,0.8804,模糊
302.3949,1136,0.9285,0.0741,0.8259,0.085,0.3187,0.6979,0.6137,0.0943,0.9291,模糊
299.6131,881,0.9391,0.0935,0.6984,0.1128,0.2125,0.5794,0.7627,0.0846,0.9228,DoS
252.9634,1037,0.8244,0.0908,0.879,0.0028,0.1741,0.6466,0.6288,0.1008,0.98,模糊
244.5486,1087,0.9396,0.0807,0.694,0.0552,0.3426,0.6329,0.7952,0.0989,0.8729,模糊
268.3721,991,0.9705,0.0689,0.9003,0.007,0.2923,0.7219,0.6405,0.0218,0.9205,模糊
283.5423,997,0.8788,0.1124,0.7568,0.0101,0.2394,0.7471,0.6352,0.2111,0.98,模糊
255.1915,1041,0.8952,0.0964,0.6866,0.0453,0.2276,0.8193,0.5993,0.1727,0.9085,模糊
282.9297,1020,0.9402,0.0558,0.9039,0.0595,0.3493,0.6123,0.6897,0.2735,0.98,模糊
303.6818,1042,0.9582,0.101,0.9206,0.1164,0.2572,0.6852,0.6007,0.1302,0.98,模糊
272.061,1040,0.9655,0.0655,0.7817,0.07,0.221,0.7008,0.6702,0.1401,0.932,模糊
329.0345,1381,0.8078,0.0028,0.4434,0.0298,0.35,0.7706,0.6937,0.0466,0.575,模糊
232.5578,1086,0.9465,0.0639,0.8132,0.0929,0.25,0.7983,0.7121,0.1506,0.924,模糊
304.1061,1063,0.8551,0.1335,0.95,0.0569,0.1899,0.657,0.7071,0.1306,0.929,模糊
317.7031,945,0.9327,0.0717,0.8463,0.0101,0.1684,0.7394,0.8111,0.1283,0.9344,模糊
248.4914,1074,0.9251,0.0267,0.7184,0.0439,0.2921,0.7631,0.7432,0.0473,0.8319,模糊
271.2366,1016,0.7735,0.0016,0.472,0.3876,0.2734,0.794,0.6802,0.1667,0.9631,模糊
234.5059,961,0.9224,0.1077,0.9491,0.0792,0.283,0.7851,0.607,0.1009,0.98,模糊
252.1165,911,0.9745,0.0297,0.7367,0.0861,0.1367,0.684,0.7724,0.0921,0.9629,模糊
363.7863,1058,0.9202,0.1121,0.9434,0.0377,0.2216,0.6238,0.6877,0.2073,0.98,模糊
259.2641,937,0.9717,0.0924,0.9325,0.0687,0.3213,0.6173,0.693,0.1059,0.98,模糊
252.2474,1286,0.98,0.0919,0.9036,0.021,0.2333,0.7982,0.7368,0.1258,0.98,模糊
317.0318,992,0.9089,0.0771,0.8147,0.0567,0.2178,0.634,0.6913,0.089,0.98,模糊
384.6093,966,0.7621,0.0783,0.642,0.1066,0.3384,0.6914,0.6839,0.1335,0.524,模糊
321.4102,878,0.98,0.0296,0.794,0.072,0.2634,0.5516,0.7036,0.1861,0.98,模糊
294.5147,1048,0.8557,0.0504,0.6961,0.1034,0.2373,0.484,0.5899,0.2679,0.9279,模糊
314.325,1149,0.92,0.0134,0.7461,0.079,0.2858,0.6076,0.6937,0.116,0.897,模糊
295.0402,1611,0.6115,0.0162,0.5475,0.0597,0.2773,0.8701,0.5624,0.0019,0.6615,模糊
271.2986,1051,0.9685,0.0901,0.8978,0.0964,0.2801,0.5695,0.5305,0.1347,0.9501,模糊
315.3276,1151,0.8278,0.122,0.4655,0.414,0.35,0.6155,0.6323,0.2001,0.9224,模糊
266.1857,1051,0.8902,0.071,0.7825,0.065,0.1777,0.9037,0.7082,0.1741,0.98,模糊
251.7338,936,0.6759,0.0423,0.8136,0.1876,0.3176,0.4568,0.4683,0.1261,0.9069,模糊
283.9717,1107,0.8775,0.1116,0.7538,0.1652,0.2915,0.5826,0.5758,0.1889,0.8913,模糊
289.8621,937,0.9413,0.0978,0.7788,0.0488,0.2248,0.7167,0.7095,0.1996,0.9177,模糊
334.3074,872,0.8752,0.0974,0.7804,0.1113,0.3225,0.7749,0.849,0.0941,0.8934,模糊
324.7395,1004,0.9339,0.1183,0.95,0.1302,0.2591,0.7392,0.6227,0.168,0.98,模糊
267.3232,1043,0.8013,0.1102,0.8252,0.2116,0.1187,0.418,0.6498,0.1163,0.9299,模糊
178.2473,776,0.7829,0.179,0.6811,0.2902,0.345,0.7457,0.8244,0.1141,0.8446,模糊
356.1607,1081,0.449,0.0032,0.506,0.036,0.35,0.7739,0.8288,0.1689,0.4,模糊
273.72,932,0.98,0.0591,0.6306,0.3001,0.3163,0.7041,0.5117,0.2393,0.8034,模糊
264.4376,1089,0.9698,0.0765,0.8902,0.0764,0.2424,0.6583,0.5358,0.1353,0.9039,模糊
312.1374,1062,0.8924,0.1659,0.7913,0.1227,0.2494,0.5196,0.5955,0.2427,0.8065,模糊
283.8639,931,0.98,0.0481,0.8203,0.1501,0.2227,0.6389,0.7551,0.0914,0.9056,模糊
268.0436,1130,0.896,0.0849,0.8653,0.0237,0.3202,0.4785,0.7551,0.1208,0.98,模糊
308.6986,1140,0.8831,0.1073,0.7383,0.0473,0.2639,0.6177,0.632,0.1816,0.9291,模糊
297.5457,1111,0.9372,0.0834,0.8532,0.0238,0.2155,0.7074,0.5875,0.173,0.8674,模糊
300.2695,1134,0.9403,0.0439,0.8075,0.0209,0.2642,0.6812,0.6592,0.0902,0.9219,模糊
347.2621,1522,0.5719,0.182,0.5516,0.0059,0.2839,0.8707,0.767,0.0238,0.7232,模糊
225.5234,942,0.98,0.0024,0.7919,0.1137,0.2499,0.631,0.6785,0.1282,0.978,模糊
177.9552,959,0.8883,0.146,0.689,0.2485,0.1292,0.7964,0.6496,0.1019,0.9329,模糊
356.8304,945,0.9495,0.1523,0.669,0.0838,0.2179,0.6288,0.6554,0.1194,0.8964,模糊
306.5951,1273,0.9194,0.0544,0.6697,0.0023,0.3323,0.6847,0.8057,0.0847,0.8787,模糊
196.1609,883,0.9785,0.037,0.5046,0.4381,0.2559,0.757,0.574,0.355,0.6525,模糊
307.6439,1249,0.8133,0.1405,0.6251,0.0356,0.2657,0.6621,0.7123,0.0577,0.9048,模糊
237.8975,1065,0.9154,0.0999,0.5234,0.5073,0.35,0.6561,0.4324,0.219,0.7716,模糊
273.0517,1209,0.9441,0.089,0.5758,0.416,0.241,0.5237,0.6104,0.3682,0.7718,模糊
259.847,1044,0.98,0.028,0.7584,0.1099,0.2245,0.6158,0.692,0.2067,0.9305,模糊
252.4906,999,0.9143,0.0553,0.7641,0.0896,0.218,0.7036,0.7819,0.095,0.98,模糊
259.3763,1115,0.9333,0.054,0.7417,0.0438,0.2246,0.4859,0.5693,0.1343,0.9135,模糊
282.8888,1059,0.8542,0.0847,0.8186,0.0732,0.2545,0.7079,0.4754,0.2122,0.9759,模糊
236.5801,1026,0.9391,0.1457,0.8925,0.0251,0.2244,0.7178,0.8905,0.0968,0.9726,模糊
331.5999,1124,0.98,0.0469,0.6661,0.0754,0.2539,0.758,0.8182,0.1413,0.98,模糊
243.5976,1123,0.8451,0.0954,0.665,0.0083,0.2086,0.813,0.7682,0.1281,0.8606,模糊
310.2843,962,0.8707,0.0727,0.782,0.0519,0.2624,0.7386,0.6879,0.0172,0.98,模糊
344.1448,1068,0.9294,0.1262,0.933,0.1127,0.2968,0.8301,0.6349,0.1571,0.98,模糊
238.7587,1047,0.8871,0.0759,0.5565,0.1125,0.1954,0.6161,0.5234,0.0242,0.9436,模糊
273.105,980,0.8318,0.1028,0.8891,0.0519,0.3077,0.8946,0.718,0.0632,0.9295,模糊
300.0459,1256,0.8914,0.0117,0.7815,0.0501,0.2326,0.716,0.4184,0.0117,0.9584,模糊
290.1648,1034,0.8266,0.0891,0.95,0.0928,0.3333,0.7594,0.6017,0.1295,0.8808,模糊
302.1492,994,0.98,0.0557,0.7625,0.0485,0.2216,0.7448,0.6305,0.1829,0.98,模糊
296.5145,923,0.8901,0.0629,0.9154,0.1084,0.1991,0.6153,0.7017,0.1155,0.9383,模糊
217.1524,1298,0.8297,0.1203,0.3868,0.4867,0.2669,0.5702,0.7369,0.1866,0.7228,模糊
285.8005,866,0.5707,0.0505,0.4543,0.3107,0.35,0.95,0.5652,0.0073,0.7703,模糊
365.557,1233,0.8951,0.0612,0.6146,0.1956,0.283,0.7705,0.787,0.2681,0.8579,模糊
306.2895,694,0.7218,0.0238,0.6383,0.3792,0.2471,0.5736,0.6359,0.2191,0.6789,模糊
332.191,1072,0.9597,0.0862,0.8681,0.0436,0.3401,0.8013,0.8095,0.1709,0.98,模糊
329.2967,1120,0.98,0.103,0.7247,0.0874,0.1724,0.5603,0.5472,0.0754,0.9217,模糊
291.5054,1035,0.953,0.0442,0.797,0.0745,0.2725,0.7385,0.6885,0.1192,0.8647,模糊
305.3209,988,0.8449,0.056,0.8007,0.0811,0.2773,0.6085,0.6478,0.1572,0.9794,模糊
246.2182,1203,0.9372,0.0943,0.836,0.1145,0.2691,0.5686,0.5449,0.1719,0.98,模糊
262.4444,1045,0.9099,0.0741,0.8822,0.031,0.2417,0.417,0.664,0.1653,0.8319,模糊
322.7075,1355,0.9382,0.053,0.8683,0.1229,0.2378,0.5837,0.7856,0.0033,0.9534,模糊
247.7293,1096,0.8708,0.0634,0.8644,0.1279,0.3457,0.6853,0.548,0.0388,0.98,模糊
343.556,1000,0.8536,0.0845,0.8757,0.0404,0.2061,0.8344,0.6783,0.1394,0.9713,模糊
316.8295,1053,0.9198,0.0712,0.6965,0.0531,0.2067,0.5795,0.6566,0.1812,0.9625,模糊
314.9249,1020,0.9618,0.0977,0.9229,0.0436,0.3231,0.7918,0.5972,0.0424,0.9306,模糊
286.5001,967,0.98,0.0481,0.95,0.1188,0.2666,0.7166,0.6022,0.0623,0.9281,模糊
229.5425,952,0.9442,0.0961,0.8343,0.0428,0.35,0.7732,0.6773,0.1037,0.98,模糊
232.8052,988,0.9202,0.0405,0.9146,0.0808,0.283,0.5001,0.7496,0.1197,0.9077,模糊
326.3017,1238,0.7454,0.123,0.7084,0.1188,0.1864,0.7049,0.6862,0.1067,0.895,模糊
352.2858,863,0.8568,0.0696,0.7624,0.1463,0.2665,0.7944,0.6408,0.0967,0.98,模糊
249.2027,1123,0.9508,0.0648,0.7952,0.0389,0.1769,0.6104,0.656,0.0917,0.98,模糊
302.4618,842,0.9293,0.1733,0.774,0.1411,0.3137,0.8051,0.864,0.0955,0.9593,模糊
289.9373,1080,0.9356,0.0805,0.7544,0.105,0.2176,0.68,0.5713,0.0597,0.98,模糊
313.3789,1203,0.98,0.0678,0.95,0.0849,0.1798,0.6346,0.7535,0.1657,0.8783,模糊
241.1474,917,0.9309,0.0272,0.8062,0.0421,0.2753,0.7051,0.6827,0.1801,0.98,模糊
330.657,1206,0.9088,0.0671,0.8314,0.0612,0.2058,0.6301,0.8021,0.1194,0.8749,模糊
259.0025,1052,0.8747,0.1296,0.8741,0.039,0.2927,0.7098,0.891,0.0833,0.9046,模糊
282.0856,1151,0.9756,0.1231,0.649,0.0536,0.2276,0.8104,0.5891,0.1182,0.7866,模糊
246.6116,1134,0.9511,0.1258,0.7547,0.0249,0.2037,0.6225,0.782,0.1249,0.9514,模糊
266.5461,1038,0.8561,0.0572,0.7696,0.0401,0.1268,0.7292,0.7422,0.171,0.98,模糊
350.3124,1016,0.933,0.0735,0.8443,0.0622,0.35,0.7627,0.7337,0.0422,0.98,模糊
298.2294,1078,0.98,0.099,0.8145,0.0489,0.2157,0.6945,0.5315,0.2356,0.8822,模糊
247.8658,963,0.9332,0.1234,0.8545,0.0194,0.305,0.6883,0.6352,0.0722,0.98,模糊
316.2627,1077,0.8944,0.0449,0.8566,0.0658,0.2486,0.6023,0.6512,0.1388,0.8368,模糊
312.6037,1086,0.9015,0.0492,0.7128,0.0941,0.2588,0.5971,0.728,0.085,0.98,模糊
367.354,1092,0.905,0.0965,0.7961,0.1203,0.1973,0.5323,0.6264,0.0742,0.8414,模糊
408.6924,978,0.6485,0.049,0.5045,0.0344,0.2336,0.7127,0.6323,0.1992,0.7409,模糊
308.9646,1077,0.875,0.1186,0.9342,0.0263,0.1908,0.598,0.6833,0.0268,0.9777,模糊
284.8095,1109,0.9574,0.0793,0.7413,0.026,0.2901,0.7108,0.7223,0.1228,0.98,模糊
431.0239,1249,0.6994,0.0829,0.5722,0.0464,0.2464,0.5371,0.8836,0.0825,0.8397,模糊
298.5919,1019,0.9036,0.0624,0.8071,0.0886,0.156,0.4696,0.602,0.1139,0.9699,模糊
303.7153,1252,0.9531,0.0932,0.7214,0.091,0.1026,0.5601,0.5464,0.0736,0.98,模糊
273.0143,941,0.8712,0.0946,0.7713,0.0515,0.162,0.7477,0.6809,0.2051,0.9711,模糊
325.3403,1079,0.98,0.0819,0.95,0.0692,0.2637,0.6422,0.562,0.1254,0.9226,模糊
301.9745,1163,0.98,0.1179,0.8921,0.1594,0.1546,0.569,0.6624,0.1465,0.9779,模糊
300.1674,991,0.9761,0.0695,0.7227,0.059,0.3348,0.5957,0.7025,0.0188,0.9161,模糊
273.1397,1145,0.8281,0.0505,0.8106,0.0933,0.2173,0.7506,0.6888,0.0999,0.98,模糊
309.1957,994,0.8648,0.0574,0.58,0.0547,0.276,0.6454,0.697,0.1911,0.9679,模糊
340.8793,1111,0.98,0.0913,0.9165,0.0791,0.324,0.7032,0.62,0.2183,0.9763,模糊
287.3356,1251,0.8717,0.1476,0.8368,0.112,0.1878,0.6566,0.6679,0.2446,0.9231,模糊
301.1751,1023,0.8089,0.0658,0.7376,0.0924,0.2131,0.6505,0.6404,0.0757,0.9533,模糊
